n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,acc_train,acc_test,f1_train,f1_test,n_features_
200,,log2,5,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,10.0,log2,2,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,10.0,log2,5,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,20.0,log2,2,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,20.0,log2,5,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,32.0,log2,2,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,32.0,log2,5,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,64.0,log2,2,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
200,64.0,log2,5,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
300,10.0,log2,2,0.02,0.7182408650531587,0.715021770682148,0.403460897492582,0.40235167527743426,324
300,10.0,log2,5,0.02,0.7182408650531587,0.715021770682148,0.403460897492582,0.40235167527743426,324
300,,log2,2,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,,log2,5,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,20.0,log2,2,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,20.0,log2,5,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,32.0,log2,2,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,32.0,log2,5,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,64.0,log2,2,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
300,64.0,log2,5,0.02,0.7166987191117239,0.7135703918722787,0.4013377338330217,0.40037337218429925,324
